SKU,Product SKU,StoreID,Product Name,Product Description,Category ID, Price ,MinimumQuantity,Weight,ProductSpecificAttribute,Volume Quantity And Price,Customize,No Of Lines,Logo,AdditionalAttributes,Vocabulary,WebCategory,WebCategory2,Web Category 1 ORIG,Sub-Web Category 1A ORIG,Sub-Web Category 1B ORIG,Sub-Web Category 1C ORIG,Web Category 2,Sub-Web Category 2,Ship Today,Top Seller,Meta Tag,Mix&MatchCode,dropship,Setup,Product Image,Alternate Image,Vendor Drop Ship,Street,City,State,Zipcode
C3M54,C3M54,2,Rotary Club Road Sign - 1 or 2 Sided,"Add your Club Name to a Reflective, durable heavy gauge .08 aluminum outdoor road sign. 32"" X 12""   * Please allow 5-6 weeks for production *",Outdoor Signage,74.95,1,9,Option||Single Sided||,"1||74.95,2||70.95",Y,1,N,N,rotary_products,"Outdoor Signage,Road Signs","Club Meeting Signs,Outdoor",Outdoor Signage,Road Signs,,,Club Meeting Signs,Outdoor,,,,,TRUE,,C3M54.jpg,,Tapco,5100 W Brown Deer Road,Brown Deer,WI,53223
J506F,J506FZ2514,2,District Governor Pin - Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  Gold Filled  3/4"" ",Lapel Pins,74.95,1,0.2,Stone||.25 cz||,1||74.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2013-2014",,Lapel Pins,District Governor,With Years of Service,2013-2014,,,,,,,FALSE,,J506131425.jpg,,,,,,
J506F,J506FZ2515,2,District Governor Pin - Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  Gold Filled  3/4"" ",Lapel Pins,74.95,1,0.2,Stone||.25 cz||,1||74.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2014-2015",,Lapel Pins,District Governor,With Years of Service,2014-2015,,,,,,,FALSE,,J506KZ2515.jpg,,,,,,
B23078M,B23078M,2,Traditional Gavel Plaque,"Solid walnut plaque with a 10"" walnut gavel and raised metal Rotary emblem. 9"" x 12"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,72.95,1,3.1,,1||72.95,Y,5,N,N,rotary_products,"Awards & Plaques,Past President Awards",,Awards & Plaques,Past President Awards,,,,,,,,,FALSE,,B23078M.jpg,B23078M.jpg,,,,,
C3M50,C3M51D,2,Road Sign - Multiple Options,"Reflective, durable heavy gauge .08 aluminum outdoor road sign.  (NOTE: Single Sided signs are available for immediate shipment.  For double sided signs, please allow 5-6 weeks for production) ",Outdoor Signage,71.95,1,12,"Option||18"" x 6"" Double Sided||","1||71.95,2||66.95,6||64.95",N,,N,N,rotary_products,"Outdoor Signage,Road Signs",,Outdoor Signage,Road Signs,,,,,,,,,TRUE,,C3M50.jpg,,Tapco,5100 W Brown Deer Road,Brown Deer,WI,53223
J102F08,J102FR2508,2,Past President - 2007-08 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,70.95,1,0.2,Stone||.25 synth. ruby||,1||70.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2007-2008",,Lapel Pins,Past President,With Years of Service,2007-2008,,,,,,,FALSE,,J102FR2508.jpg,,,,,,
J102F06,J102FZ1006,2,Past President - 2005-06 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,70.95,1,0.2,Stone||.10 cz||,1||70.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2005-2006",,Lapel Pins,Past President,With Years of Service,2005-2006,,,,,,,FALSE,,j102050610.jpg,,,,,,
J102F05,J102FZ1505,2,Past President - 2004-05 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,70.95,1,0.2,Stone||.15 cz||,1||70.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2004-2005",,Lapel Pins,Past President,With Years of Service,2004-2005,,,,,,,FALSE,,j102040515.jpg,,,,,,
J102F06,J102FZ1506,2,Past President - 2005-06 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,70.95,1,0.2,Stone||.15 cz||,1||70.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2005-2006",,Lapel Pins,Past President,With Years of Service,2005-2006,,,,,,,FALSE,,j102050615.jpg,,,,,,
J102F09,J102FZ1509,2,Past President - 2008-09 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,70.95,1,0.2,Stone||.15 cz||,1||70.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2008-2009",,Lapel Pins,Past President,With Years of Service,2008-2009,,,,,,,FALSE,,j102080915.jpg,,,,,,
J102F08,J102FZ2508,2,Past President - 2007-08 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,70.95,1,0.2,Stone||.25 cz||,1||70.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2007-2008",,Lapel Pins,Past President,With Years of Service,2007-2008,,,,,,,FALSE,,j102070825.jpg,,,,,,
J102F10,J102FZ2510,2,Past President - 2009-10 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,70.95,1,0.2,Stone||.25 cz||,1||70.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2009-2010",,Lapel Pins,Past President,With Years of Service,2009-2010,,,,,,,FALSE,,j102091025.jpg,,,,,,
J102F11,J102FZ2511,2,Past President - 2010-11 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,70.95,1,0.2,Stone||.25 cz||,1||70.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2010-2011",,Lapel Pins,Past President,With Years of Service,2010-2011,,,,,,,FALSE,,j102101125.jpg,,,,,,
J102F12,J102FZ2512,2,Past President - 2011-12 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,70.95,1,0.2,Stone||.25 cz||,1||70.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2011-2012",,Lapel Pins,Past President,With Years of Service,2011-2012,,,,,,,FALSE,,j102111225.jpg,,,,,,
B23113,B23113,2,Shield Plaque ,"Solid walnut shield plaque with black brass plate and raised metal Rotary emblem. 9"" x 12"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,69.95,1,4.25,,1||69.95,Y,10,N,N,rotary_products,"Awards & Plaques,Award Plaques",,Awards & Plaques,Award Plaques,,,,,,,,,FALSE,,RG-B23135.JPG,,,,,,
B23168,B23168,2,Walnut Plaque,"Solid American walnut plaque with black brass plate and raised metal Rotary emblem. 9"" x 12"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,69.95,1,4.25,,1||69.95,Y,8,N,N,rotary_products,"Awards & Plaques,Award Plaques",,Awards & Plaques,Award Plaques,,,,,,,,,FALSE,,B23180.JPG,B23168B23180L.jpg,,,,,
B25546,B25546,2,Crystal Trophy,"Blue glass globe attached to a crystal trophy.  5-1/4"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,69.95,1,4,,1||69.95,Y,5,N,N,rotary_products,"Awards & Plaques,Crystal & Glass Awards",,Awards & Plaques,Crystal & Glass Awards,,,,,,,,,FALSE,,B25546.jpg,,,,,,
C34191PC,C34191PC,2,Club Embossing Stamp,"Desk Stamper with your club's name and Rotary emblem can be used to make your mark on 2"" gold foil seals.",Club Meeting Supplies,69.95,1,3,,1||69.95,Y,1,Y,N,rotary_products,"Club Meeting Supplies,Administrative",,Club Meeting Supplies,Administrative,,,,,,,,,TRUE,,c34191pc.jpg,,Discount Label,4115 Profit Court,New Albany,IN,47150
C3M8,C3M8D,2,Information Road Sign - 1 or 2 Sided,"8"" x 24"" Blue road sign with information in white letters. Includes 3 lines of text.. * Please allow 5-6 weeks for production *",Outdoor Signage,69.95,1,4,Option||Double Sided||,"1||69.95,2||66.95",y,3,N,N,rotary_products,"Outdoor Signage,Road Signs","Club Meeting Signs,Outdoor",Outdoor Signage,Road Signs,,,Club Meeting Signs,Outdoor,,,,,TRUE,,c3m8.jpg,,Tapco,5100 W Brown Deer Road,Brown Deer,WI,53223
K8H11,K8H11,2,American Flag,Deluxe 3' x 5' American flag to display during your club meeting. Stand not included.,Banners & Flags,69.95,1,1.5,,1||69.95,N,,N,N,rotary_products,"Banners & Flags,Flags","Club Meeting Supplies,Meeting Supplies",Banners & Flags,Flags,,,Club Meeting Supplies,Meeting Supplies,,,,,FALSE,,k8h12.jpg,,,,,,
C3B,C3B05,2,Cast Bronze Rotary Emblem - 7 Sizes,"Built to last, this Rotary emblem identifies any Rotary project or marks a meeting place.  Made to last for years in any outdoor climate.  Mounting screws included",Outdoor Signage,67,1,3,"Size||5""||","1||67,3||63.65,6||60.3,12||56.95,25||53.6",N,,N,N,rotary_products,"Outdoor Signage,Bronze","Outdoor Signage,Special Projects",Outdoor Signage,Bronze,,,Outdoor Signage,Special Projects,,,,,FALSE,,C3B.JPG,bronzeside.jpg,,,,,
B232,B23225,2,Marbled Desk Award - 2 Sizes,"Freestanding, highly polished 1"" thick marbled acrylic - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,66.95,1,1.4,"Size||6""||",1||66.95,Y,8,N,N,rotary_products,"Awards & Plaques,Acrylic Awards",,Awards & Plaques,Acrylic Awards,,,,,,,,,FALSE,,B23225.JPG,B23225L.jpg,,,,,
B23067,B23067,2,Gavel Desk Award,"Walnut base with engraved plate and removable 10"" gavel - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,65.95,1,1.1,,1||65.95,Y,3,N,N,rotary_products,"Awards & Plaques,Past President Awards",,Awards & Plaques,Past President Awards,,,,,,,,,FALSE,,b23067.jpg,b23067.jpg,,,,,
D45815,D45815,2,Cross Tech-3 Multi-Task Pen,"CROSS Tech3+ Metallic Blue Multifunction Pen with Chrome Plated Appointments. Classic design with three writing tips inside: a black ballpoint, red ballpoint and pencil
Continuous twist technology for easy tip selection
Wide 8MM stylus that also unscrews to reveal an eraser
Compatibility with most capacitive touchscreen devices
Lifetime mechanical guarantee
Premium Gift Box
 ",Pens & Pencils,65.95,1,0.48,,"1||65.95,3||62.65,6||59.35,12||56.05",N,,N,N,rotary_products,"Pens & Pencils,Cross Pens","Gifts for Rotarians,Executive Gifts",Pens & Pencils,Cross Pens,,,Gifts for Rotarians,Executive Gifts,,,,,FALSE,,d45815.jpg,,,,,,
J304F,J304FZ2519,2,Club President - Gold Filled w/ CZ - Multiple Years Available,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" ",Lapel Pins,65.95,1,0.2,Years||2018-19||,1||65.95,N,,N,N,rotary_products,"Lapel Pins,President,With Years of Service,2017-Present",,Lapel Pins,President,With Years of Service,2017-Present,,,,,,,FALSE,,J3042509.jpg,,,,,,
J506F,J506FZ2518,2,District Governor Pin - Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  Gold Filled  3/4"" ",Lapel Pins,65.95,1,0.2,Stone||.25 cz||,1||65.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2017-2018",,Lapel Pins,District Governor,With Years of Service,2017-2018,,,,,,,FALSE,,J506FZ2518.jpg,,,,,,
J506F,J506FZ2519,2,District Governor Pin - Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,65.95,1,0.2,Stone||.25 cz||,1||65.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2018-2019",,Lapel Pins,District Governor,With Years of Service,2018-2019,,,,,,,FALSE,,J506FZ2519.jpg,,,,,,
P78732,P78732,2,Poker Set ,"Rosewood Box with  Rotary Emblem
Includes: 
2 decks of cards 
100 chips 
5 dice

8 1/4"" x 7 1/2"" x 2""
",Gifts for Rotarians,65,1,5,,"1||65,6||61.75,12||58.5,25||55.25,50||52",Y,2,N,N,rotary_products,"Gifts for Rotarians,Executive Gifts",,Gifts for Rotarians,Executive Gifts,,,,,,,,,FALSE,,P78732.jpg,,,,,,
B23034,B23034,2,Rosewood Box,"Handsome rosewood finish box is 2"" deep with black veveteen lining.  5-1/2' x 7-1/2"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,64.95,1,1.8,,1||64.95,Y,6,N,N,rotary_products,"Awards & Plaques,Unique Awards",,Awards & Plaques,Unique Awards,,,,,,,,,FALSE,,B23034 Rosewood Box.jpg,B23034 Rosewood Box.jpg,,,,,
B23124,B23124,2,Shield Plaque ,"Solid walnut shield plaque with brass plate and raised metal Rotary emblem. 8.5"" x 10"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,64.95,1,3,,1||64.95,Y,10,N,N,rotary_products,"Awards & Plaques,Award Plaques",,Awards & Plaques,Award Plaques,,,,,,,,,FALSE,,RG-B23124.JPG,,,,,,
B23135,B23135,2,Shield Plaque ,"Solid walnut shield plaque with black brass plate and raised metal Rotary emblem.  8.5"" x 10"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,64.95,1,3,,1||64.95,Y,10,N,N,rotary_products,"Awards & Plaques,Award Plaques",,Awards & Plaques,Award Plaques,,,,,,,,,FALSE,,RG-B23135.JPG,,,,,,
B23180,B23180,2,Walnut Plaque,"Solid American walnut plaque with black brass plate and raised metal Rotary emblem.  8"" x 10-1/2"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,64.95,1,3,,1||64.95,Y,8,N,N,rotary_products,"Awards & Plaques,Award Plaques",,Awards & Plaques,Award Plaques,,,,,,,,,FALSE,,b23180.JPG,b23180.JPG,,,,,
B23359,B23359,2,Glossy Ebony Plaque ,"Distinctive blue marbled plate on a glossy ebony plaque with raised, metal Rotary emblem . 8"" x 10"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,64.95,1,2,,1||64.95,Y,10,N,N,rotary_products,"Awards & Plaques,Award Plaques",,Awards & Plaques,Award Plaques,,,,,,,,,FALSE,,B23359.jpg,,,,,,
J102F16,J102FR1516,2,Past President - 2015-16 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,64.95,1,0.2,Stone||.25 synth. ruby||,1||64.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2015-2016",,Lapel Pins,Past President,With Years of Service,2015-2016,,,,,,,FALSE,,J102FR1516.jpg,,,,,,
J102F16,J102FZ2516,2,Past President - 2015-16 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,64.95,1,0.2,Stone||.25 cz||,1||64.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2015-2016",,Lapel Pins,Past President,With Years of Service,2015-2016,,,,,,,FALSE,,RG-J102FZ2516.jpg,,,,,,
J102F17,J102FZ2517,2,Past President - 2016-17 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,64.95,1,0.2,Stone||.25 cz||,1||64.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2016-2017",,Lapel Pins,Past President,With Years of Service,2016-2017,,,,,,,FALSE,,J102FZ2517.jpg,,,,,,
J304F,J304FZ2516,2,Club President - Gold Filled w/ CZ - Multiple Years Available,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" ",Lapel Pins,64.95,1,0.2,Years||2015-16||,1||64.95,N,,N,N,rotary_products,"Lapel Pins,President,With Years of Service,Before 2017",,Lapel Pins,President,With Years of Service,Before 2017,,,,,,,FALSE,,J304FZ1515.jpg,J304131425L.jpg,,,,,
J304F,J304FZ2518,2,Club President - Gold Filled w/ CZ - Multiple Years Available,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" ",Lapel Pins,64.95,1,0.2,Years||2017-18||,1||64.95,N,,N,N,rotary_products,"Lapel Pins,President,With Years of Service,2017-Present",,Lapel Pins,President,With Years of Service,2017-Present,,,,,,,FALSE,,J304FZ2518.jpg,,,,,,
J506F,J506FZ2516,2,District Governor Pin - Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  Gold Filled  3/4"" ",Lapel Pins,64.95,1,0.2,Stone||.25 cz||,1||64.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2015-2016",,Lapel Pins,District Governor,With Years of Service,2015-2016,,,,,,,FALSE,,J506F17.jpg,,,,,,
J506F,J506FZ2517,2,District Governor Pin - Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  Gold Filled  3/4"" ",Lapel Pins,64.95,1,0.2,Stone||.25 cz||,1||64.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2016-2017",,Lapel Pins,District Governor,With Years of Service,2016-2017,,,,,,,FALSE,,RG-J506FZ2517.jpg,,,,,,
K89359M,K89359M,2,Flag with Masterbrand,Perfect for indoor or outdoor use.  Grommets on left edge allows this flag to be hung on a flag pole.  Nylon  3' x 5',Banners & Flags,64.95,1,1,,1||64.95,N,,N,N,rotary_products,"Banners & Flags,Flags","Club Meeting Supplies,Banners, Flags & Displays",Banners & Flags,Flags,,,Club Meeting Supplies,"Banners, Flags & Displays",,,,,FALSE,,K89359M.jpg,,,,,,
B23154,B23154,2,Ebony Finish Plaque,"Black plate with a stylish border on a high gloss ebony finish plaque with raised metal Rotary emblem.  8"" x 10"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,63.95,1,3,,1||63.95,Y,8,N,N,rotary_products,"Awards & Plaques,Award Plaques",,Awards & Plaques,Award Plaques,,,,,,,,,FALSE,,b23154.jpg,b23154.jpg,,,,,
B23361,B23361,2,Ebony & Gold Plaque ,"Gold lettering is striking on this glossy ebony plaque.  8"" x 10"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,62.95,1,2.5,,1||62.95,Y,10,N,N,rotary_products,"Awards & Plaques,Award Plaques","Awards & Plaques,Rotarian of the Year",Awards & Plaques,Award Plaques,,,Awards & Plaques,Rotarian of the Year,,,,,FALSE,,B23361.jpg,,,,,,
B23410,B23410,2,Piano Wood Round Award,"High gloss rosewood freestanding award with gold lettering and gold metal base.  7-1/2"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,62.95,1,2,,1||62.95,Y,6,N,N,rotary_products,"Awards & Plaques,Unique Awards","Awards & Plaques,Rotarian of the Year",Awards & Plaques,Unique Awards,,,Awards & Plaques,Rotarian of the Year,,,,,FALSE,,B23410.jpg,,,,,,
C3M19,C3M19D,2,Round Road Sign - Multiple Options,"Reflective, durable heavy gauge .08 aluminum outdoor road sign.  (NOTE: Single Sided signs are available for immediate shipment.  For double sided signs, please allow 5-6 weeks for production) ",Outdoor Signage,61.95,1,8,"Option||18"" Double Sided||","1||61.95,2||57.95,6||56.5",N,,N,N,rotary_products,"Outdoor Signage,Road Signs",,Outdoor Signage,Road Signs,,,,,,,,,TRUE,,C3M19_C3M19D.jpg,,Tapco,5100 W Brown Deer Road,Brown Deer,WI,53223
C3M55,C3M55D,2,Rotary Club Road Sign - 1 or 2 Sided,"Add your Club Name to a Reflective, durable heavy gauge .08 aluminum outdoor road sign. 20"" X 6""   * Please allow 5-6 weeks for production *",Outdoor Signage,61.95,1,16,Option||Double Sided||,"1||61.95,2||57.95",Y,1,N,N,rotary_products,"Outdoor Signage,Road Signs","Club Meeting Signs,Outdoor",Outdoor Signage,Road Signs,,,Club Meeting Signs,Outdoor,,,,,TRUE,,C3M55.jpg,,Tapco,5100 W Brown Deer Road,Brown Deer,WI,53223
G-RFB,G-RFB069,2,Bronze Resin Golfer - 2 Sizes,"Bronze Resin Golfer -  This detailed, cast resin golfer with an antique finish rivals high end golf sculptures. A metal plate is provided on the base for personalization. This remarkable sculpture is perfect for any golf tournament.
All wording is custom. Please provide the exact text you would like imprinted. ",Golf ,61.95,1,3.6,"Size||10""||","1||61.95,6||58.85,12||55.75,25||52.65,50||49.55",Y,3,N,N,rotary_products,"Golf ,Golf Awards",Trophies,Golf ,Golf Awards,,,Trophies,,,,,,FALSE,,RG-G-RFB069.jpg,,,,,,
B23269,B23269,2,Laser Cut Emblem Award ,"Large Rotary emblem sets off this exclusive marbled acrylic freestanding award.  8"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,60.95,1,0.7,,1||60.95,Y,8,N,N,rotary_products,"Awards & Plaques,Acrylic Awards",,Awards & Plaques,Acrylic Awards,,,,,,,,,FALSE,,b23269.jpg,B23269L.jpg,,,,,
J102F15,J102FZ2515,2,Past President - 2014-15 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,60.95,1,0.2,Stone||.25 cz||,1||60.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2014-2015",,Lapel Pins,Past President,With Years of Service,2014-2015,,,,,,,FALSE,,J102FZ2515.jpg,,,,,,
P78715,P78715,2,Wine Gift Set,"Wine Gift Set in a Rosewood Box with Rotary Emblem  * Please allow 2 days for production *
Kit contains: 
Rabbit Style Opener (with extra corkscrew) 
Foil Cutter 
2 Corks ",Gifts for Rotarians,60,1,4,,"1||60,6||57,12||54,25||51,50||48",Y,2,N,N,rotary_products,"Gifts for Rotarians,Executive Gifts",,Gifts for Rotarians,Executive Gifts,,,,,,,,,FALSE,,p78715.jpg,,,,,,
AG-HM,AG-HM9B,2,Blue Art Glass Hammered Plate - 2 Sizes,"Gorgeous blue jewel tone glass plate that will mark any achievement as rich and unique  - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,59.95,1,3,"Size||9""||",1||59.95,Y,4,N,N,rotary_products,"Awards & Plaques,Crystal & Glass Awards",,Awards & Plaques,Crystal & Glass Awards,,,,,,,,,FALSE,,RG-AG-HM9B.jpg,,,,,,
B23271,B23271,2,Mountain Peak Acrylic,"Thick, freestanding acrylic award with blue marbled design and gold accents.  5-3/4"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,59.95,1,2.5,,1||59.95,Y,8,N,N,rotary_products,"Awards & Plaques,Acrylic Awards",,Awards & Plaques,Acrylic Awards,,,,,,,,,FALSE,,B23271.jpg,,,,,,
B23275,B23275,2,Acrylic Award with Base,"Dramatic, contemporary blue marble acrylic and gold accents set in a heavy steel base.  10"" - Includes free engraving  
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,59.95,1,3.5,,1||59.95,Y,8,N,N,rotary_products,"Awards & Plaques,Acrylic Awards",,Awards & Plaques,Acrylic Awards,,,,,,,,,FALSE,,B23275.jpg,,,,,,
C3M10,C3M10,2,Information Road Sign - 1 or 2 Sided,"10"" x 24"" Blue road sign with information in white letters. Includes 4 lines of text.. * Please allow 5-6 weeks for production * ",Outdoor Signage,59.95,1,4,Option||Single Sided||,"1||59.95,2||56.95",Y,4,N,N,rotary_products,"Outdoor Signage,Road Signs","Club Meeting Signs,Outdoor",Outdoor Signage,Road Signs,,,Club Meeting Signs,Outdoor,,,,,TRUE,,c3m10.jpg,,Tapco,5100 W Brown Deer Road,Brown Deer,WI,53223
C3M6,C3M6D,2,Information Road Sign - 1 or 2 sided,"Advertise your club's meeting place and time. 6"" x 18"" White sign with black letters. Two lines of text.  * Please allow 5-6 weeks for production *",Outdoor Signage,59.95,1,2,Option||Double Sided||,"1||59.95,2||56.95",Y,2,N,N,rotary_products,"Outdoor Signage,Road Signs","Club Meeting Signs,Outdoor",Outdoor Signage,Road Signs,,,Club Meeting Signs,Outdoor,,,,,TRUE,,C3M6.jpg,,Tapco,5100 W Brown Deer Road,Brown Deer,WI,53223
D45989,D45989,2,Keepsake Box,"Beautifully rich 5"" X 7"" pianowood box that is a perfect gift or award for any event. Gold Masterbrand on the lid. ",Gifts for Rotarians,59.95,1,3,,"1||59.95,6||56.95,12||53.95,25||50.95,50||47.95",N,,N,N,rotary_products,"Gifts for Rotarians,Desk Accessories","Awards & Plaques,Unique Awards",Gifts for Rotarians,Desk Accessories,,,Awards & Plaques,Unique Awards,,,,,FALSE,,D45989_open.jpg,,,,,,
J258F-C,J258F-C,2,Customized Anniversary Pin - Gold Filled,"Proudly show the year you joined Rotary with this customized lapel pin.  Specify Year.   1/2"" gold filled  (Please allow 6-7 weeks for delivery)",Lapel Pins,58.95,1,0.2,,1||58.95,Y,1,N,N,rotary_products,"Lapel Pins,Member Pins,Legacy Pins,Pin Back",Gold Filled,Lapel Pins,Member Pins,Legacy Pins,Pin Back,Gold Filled,,,,,,FALSE,,J258.JPG,,,,,,
B23281,B23281,2,Laser Cut Emblem Award ,"Large Rotary emblem sets off this exclusive marbled acrylic freestanding award.  9.5"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,57.95,1,1.05,,1||57.95,Y,6,N,N,rotary_products,"Awards & Plaques,Acrylic Awards",,Awards & Plaques,Acrylic Awards,,,,,,,,,FALSE,,B23281.JPG,B23281L.jpg,,,,,
B23292,B23292,2,Laser Cut Emblem Award ,"Large Rotary Masterbrand sets off this exclusive marbled acrylic freestanding award.  10"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,57.95,1,1.5,,1||57.95,Y,6,N,N,rotary_products,"Awards & Plaques,Acrylic Awards",,Awards & Plaques,Acrylic Awards,,,,,,,,,FALSE,,B23292.jpg,,,,,,
B23292,B23292,2,Masterbrand Acrylic Award,"Blue Marble Acrylic with laser cut Masterbrand emblem, 10"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,57.95,1,1.5,,1||57.95,Y,6,N,N,rotary_products,"Awards & Plaques,Acrylic Awards","Awards & Plaques,Unique Awards",Awards & Plaques,Acrylic Awards,,,Awards & Plaques,Unique Awards,,,,,FALSE,,B23292.jpg,,,,,,
B23315,B23315,2,Marbled Plaque,"Solid walnut with sapphire, marbled plate and raised metal Rotary emblem.  8"" x 10"" - Includes free engraving 
All wording on this award is custom. Please provide the exact text you would like to have engraved. ",Awards & Plaques,57.95,1,2.5,,1||57.95,Y,10,N,N,rotary_products,"Awards & Plaques,Award Plaques","Awards & Plaques,Rotarian of the Year",Awards & Plaques,Award Plaques,,,Awards & Plaques,Rotarian of the Year,,TRUE,,,FALSE,,b23315.jpg,,,,,,
D45887,D45887,2,Cross Pen - Classic Black,"CROSS Classic Century Black Ballpoint Pen with 23K Gold Plated Appointments, Deluxe Gift Box
Takes refill # 8513  - Lifetime mechanical guarantee  ",Pens & Pencils,56.95,1,0.48,,"1||56.95,6||54.1,12||51.25,25||48.4,50||45.55",N,,N,N,rotary_products,"Pens & Pencils,Cross Pens","Gifts for Rotarians,Executive Gifts",Pens & Pencils,Cross Pens,,,Gifts for Rotarians,Executive Gifts,,,,,FALSE,,d45887.jpg,,,,,,
