SKU,Product SKU,StoreID,Product Name,Product Description,Category ID, Price ,MinimumQuantity,Weight,ProductSpecificAttribute,Volume Quantity And Price,Customize,No Of Lines,Logo,AdditionalAttributes,Vocabulary,WebCategory,WebCategory2,Web Category 1 ORIG,Sub-Web Category 1A ORIG,Sub-Web Category 1B ORIG,Sub-Web Category 1C ORIG,Web Category 2,Sub-Web Category 2,Ship Today,Top Seller,Meta Tag,Mix&MatchCode,dropship,Setup,Product Image,Alternate Image,Vendor Drop Ship,Street,City,State,Zipcode
RCAT,RCAT,2,Rotary Catalog,"Add to your cart to receive our current catalog with your shipment
",Club Meeting Supplies,0,1,0.01,,1||0,N,,N,N,rotary_products,"Club Meeting Supplies,Meeting Supplies",,Club Meeting Supplies,Meeting Supplies,,,,,,,,,FALSE,,RCAT2013.jpg,,,,,,
C3B,C3B24,2,Cast Bronze Rotary Emblem - 7 Sizes,"Built to last, this Rotary emblem identifies any Rotary project or marks a meeting place.  Made to last for years in any outdoor climate.  Mounting screws included",Outdoor Signage,1050,1,35.5,"Size||24""||","1||1050,3||997.5,6||945,12||892.5,25||840",N,,N,N,rotary_products,"Outdoor Signage,Bronze","Outdoor Signage,Special Projects",Outdoor Signage,Bronze,,,Outdoor Signage,Special Projects,,,,,FALSE,,C3B.JPG,bronzeside.jpg,,,,,
K71022,K71055PC,2,Event Tent ,"Custom 10'X10' Tent - Roller bag included for storage and transportation.
Please provide the exact text you would like imprinted. ",Outdoor Signage,659,1,45,Imprint||Multi Color - Peak & Valence||,1||659,Y,1,N,N,rotary_products,"Outdoor Signage,Special Projects","Club Meeting Supplies,Banners, Flags & Displays",Outdoor Signage,Special Projects,,,Club Meeting Supplies,"Banners, Flags & Displays",,,,,TRUE,,K71055PC.jpg,,E-Z Up International,1900 Second Street,Norca,CA,92860
J573K,J573K33,2,Past Governor Pin - Bar Style 10K Gold,"Honor your Past District Governor with this beautiful pin.   10K, 5/8""",Lapel Pins,654.95,1,0.5,Stone||.33 carat diamond||,1||654.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,j57333.jpg,,,,,,
C3B,C3B18,2,Cast Bronze Rotary Emblem - 7 Sizes,"Built to last, this Rotary emblem identifies any Rotary project or marks a meeting place.  Made to last for years in any outdoor climate.  Mounting screws included",Outdoor Signage,575,1,18,"Size||18""||","1||575,3||546.25,6||517.5,12||488.75,25||460",N,,N,N,rotary_products,"Outdoor Signage,Bronze","Outdoor Signage,Special Projects",Outdoor Signage,Bronze,,,Outdoor Signage,Special Projects,,,,,FALSE,,C3B.JPG,bronzeside.jpg,,,,,
J102K07,J102K2507,2,Past President - 2006-07 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,549.95,1,0.2,Stone||.25 carat diamond||,1||549.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2006-2007",,Lapel Pins,Past President,With Years of Service,2006-2007,,,,,,,FALSE,,j102060725.jpg,,,,,,
J102K08,J102K2508,2,Past President - 2007-08 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,549.95,1,0.2,Stone||.25 carat diamond||,1||549.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2007-2008",,Lapel Pins,Past President,With Years of Service,2007-2008,,,,,,,FALSE,,j102070825.jpg,,,,,,
J102K12,J102K2512,2,Past President - 2011-12 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,539.95,1,0.2,Stone||.25 carat diamond||,1||539.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2011-2012",,Lapel Pins,Past President,With Years of Service,2011-2012,,,,,,,FALSE,,j102111325.jpg,,,,,,
J102K14,J102K2514,2,Past President - 2013-14 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,539.95,1,0.2,Stone||.25 carat diamond||,1||539.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2013-2014",,Lapel Pins,Past President,With Years of Service,2013-2014,,,,,,,FALSE,,J102K2514.jpg,,,,,,
J506K,J506K2516,2,District Governor Pin - 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,539.95,1,0.2,Stone||.25 carat diamond||,1||539.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2015-2016",,Lapel Pins,District Governor,With Years of Service,2015-2016,,,,,,,FALSE,,j506101125.jpg,,,,,,
K71022,K71033PC,2,Event Tent ,"Custom 10'X10' Tent - Roller bag included for storage and transportation.
Please provide the exact text you would like imprinted. ",Outdoor Signage,529,1,45,Imprint||1 Color - Peak & Valence||,1||529,Y,1,N,N,rotary_products,"Outdoor Signage,Special Projects","Add Your Club Name,Other Ideas",Outdoor Signage,Special Projects,,,Add Your Club Name,Other Ideas,,,,,TRUE,,K71033PC.jpg,,E-Z Up International,1900 Second Street,Norca,CA,92860
K71022,K71044PC,2,Event Tent ,"Custom 10'X10' Tent - Roller bag included for storage and transportation.
Please provide the exact text you would like imprinted. ",Outdoor Signage,529,1,45,Imprint||Multi Color - Peak Only||,1||529,Y,1,N,N,rotary_products,"Outdoor Signage,Special Projects","Club Meeting Supplies,Banners, Flags & Displays",Outdoor Signage,Special Projects,,,Club Meeting Supplies,"Banners, Flags & Displays",,,,,TRUE,,K71044PC.jpg,,E-Z Up International,1900 Second Street,Norca,CA,92860
J124K,J124K25,2,Past President - 10K Gold,"Honor your past president with this beautiful pin.   5/8"" 10K",Lapel Pins,514.95,1,0.2,Stone||.25 carat diamond||,1||514.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,j124_25.jpg,,,,,,
J551K,J551K25,2,District Governor Pin - 10K Gold,"Honor your District Governor with this beautiful pin.   5/8"" 10K ",Lapel Pins,514.95,1,0.2,Stone||.25 carat diamond||,1||514.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,Without Years",,Lapel Pins,District Governor,Without Years,,,,,,,,FALSE,,j551_25.jpg,,,,,,
J573K,J573K25,2,Past Governor Pin - Bar Style 10K Gold,"Honor your Past District Governor with this beautiful pin.   10K, 5/8""",Lapel Pins,514.95,1,0.5,Stone||.25 carat diamond||,1||514.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,j57325.jpg,,,,,,
J168K,J168K25,2,Past President Pin - 10K Gold,"Past president round pin   1/2"" 10K",Lapel Pins,481.95,1,0.2,Stone||.25 carat diamond||,1||481.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,J168K25.JPG,,,,,,
J542K,J542K25,2,Past Governor Pin -  Round 10K Gold,"Past Governor round pin   10K, 1/2"" Round",Lapel Pins,481.95,1,0.2,Stone||.25 carat diamond||,1||481.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,J54225.jpg,,,,,,
J102K05,J102K2005,2,Past President - 2004-05 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,459.95,1,0.2,Stone||.20 carat diamond||,1||459.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2004-2005",,Lapel Pins,Past President,With Years of Service,2004-2005,,,,,,,FALSE,,j102040520.jpg,,,,,,
J102K06,J102K2006,2,Past President - 2005-06 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,459.95,1,0.2,Stone||.20 carat diamond||,1||459.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2005-2006",,Lapel Pins,Past President,With Years of Service,2005-2006,,,,,,,FALSE,,j102050620.jpg,,,,,,
J102K09,J102K2009,2,Past President - 2008-09 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,459.95,1,0.2,Stone||.20 carat diamond||,1||459.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2008-2009",,Lapel Pins,Past President,With Years of Service,2008-2009,,,,,,,FALSE,,j102080920.jpg,,,,,,
J102K11,J102K2011,2,Past President - 2010-11 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,459.95,1,0.2,Stone||.20 carat diamond||,1||459.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2010-2011",,Lapel Pins,Past President,With Years of Service,2010-2011,,,,,,,FALSE,,j102101120.jpg,,,,,,
K71022,K71022PC,2,Event Tent ,"Custom 10'X10' Tent - Roller bag included for storage and transportation.
Please provide the exact text you would like imprinted. ",Outdoor Signage,459,1,45,Imprint||1 Color - Peak Only||,1||459,Y,1,N,N,rotary_products,"Outdoor Signage,Special Projects","Club Meeting Supplies,Banners, Flags & Displays",Outdoor Signage,Special Projects,,,Club Meeting Supplies,"Banners, Flags & Displays",,,,,TRUE,,K71022PC.jpg,,E-Z Up International,1900 Second Street,Norca,CA,92860
J102K14,J102K2014,2,Past President - 2013-14 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,449.95,1,0.2,Stone||.20 carat diamond||,1||449.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2013-2014",,Lapel Pins,Past President,With Years of Service,2013-2014,,,,,,,FALSE,,j102111210.jpg,,,,,,
J708K,J708K20,2,Club President Pin - 10K Gold,"Recognize your club president with this beautiful pin.   5/8"" 10K",Lapel Pins,429.95,1,0.2,Stone||.20 carat diamond||,1||429.95,N,,N,N,rotary_products,"Lapel Pins,President,Without Years",,Lapel Pins,President,Without Years,,,,,,,,FALSE,,j70820.jpg,,,,,,
J124K,J124K20,2,Past President - 10K Gold,"Honor your past president with this beautiful pin.   5/8"" 10K",Lapel Pins,424.95,1,0.2,Stone||.20 carat diamond||,1||424.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,j124_20.jpg,,,,,,
J551K,J551K20,2,District Governor Pin - 10K Gold,"Honor your District Governor with this beautiful pin.   5/8"" 10K ",Lapel Pins,424.95,1,0.2,Stone||.20 carat diamond||,1||424.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,Without Years",,Lapel Pins,District Governor,Without Years,,,,,,,,FALSE,,j551_20.jpg,,,,,,
J573K,J573K20,2,Past Governor Pin - Bar Style 10K Gold,"Honor your Past District Governor with this beautiful pin.   10K, 5/8""",Lapel Pins,424.95,1,0.5,Stone||.20 carat diamond||,1||424.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,j57320.jpg,,,,,,
J102K05,J102K1505,2,Past President - 2004-05 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,399.95,1,0.2,Stone||.15 carat diamond||,1||399.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2004-2005",,Lapel Pins,Past President,With Years of Service,2004-2005,,,,,,,FALSE,,j102040515.jpg,,,,,,
J102K06,J102K1506,2,Past President - 2005-06 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,399.95,1,0.2,Stone||.15 carat diamond||,1||399.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2005-2006",,Lapel Pins,Past President,With Years of Service,2005-2006,,,,,,,FALSE,,j102050615.jpg,,,,,,
J102K09,J102K1509,2,Past President - 2008-09 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,399.95,1,0.2,Stone||.15 carat diamond||,1||399.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2008-2009",,Lapel Pins,Past President,With Years of Service,2008-2009,,,,,,,FALSE,,j102080915.jpg,,,,,,
J102K10,J102K1510,2,Past President - 2009-10 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,399.95,1,0.2,Stone||.15 carat diamond||,1||399.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2009-2010",,Lapel Pins,Past President,With Years of Service,2009-2010,,,,,,,FALSE,,j102091015.jpg,,,,,,
J102K11,J102K1511,2,Past President - 2010-11 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,399.95,1,0.2,Stone||.15 carat diamond||,1||399.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2010-2011",,Lapel Pins,Past President,With Years of Service,2010-2011,,,,,,,FALSE,,j102101115.jpg,,,,,,
J102K12,J102K1512,2,Past President - 2011-12 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,399.95,1,0.2,Stone||.15 carat diamond||,1||399.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2011-2012",,Lapel Pins,Past President,With Years of Service,2011-2012,,,,,,,FALSE,,j102111215.jpg,,,,,,
J168K,J168K20,2,Past President Pin - 10K Gold,"Past president round pin   1/2"" 10K",Lapel Pins,395.95,1,0.2,Stone||.20 carat diamond||,1||395.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,J168K20.JPG,,,,,,
J203K,J203K20,2,"1/2"" Member Pin w/ Stone - 10K Gold","1/2"" Rotary emblem lapel pin",Lapel Pins,395,1,0.2,Stone||.20 carat diamond||,1||395,N,,N,N,rotary_products,"Lapel Pins,Member Pins,Legacy Pins,Pin Back",10 K Gold,Lapel Pins,Member Pins,Legacy Pins,Pin Back,10 K Gold,,,,,,FALSE,,J203.JPG,,,,,,
J542K,J542K20,2,Past Governor Pin -  Round 10K Gold,"Past Governor round pin   10K, 1/2"" Round",Lapel Pins,391.95,1,0.2,Stone||.20 carat diamond||,1||391.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,j542.jpg,,,,,,
J709K,J719K20,2,Club President Pin - 10K Gold,"Club President round pin   5/8"" 10K   *While supplies last",Lapel Pins,391.95,1,0.2,Stone||.20 carat diamond||,1||391.95,N,,N,N,rotary_products,"Lapel Pins,President,Without Years",,Lapel Pins,President,Without Years,,,,,,,,FALSE,,j71920a.jpg,,,,,,
J102K16,J102K1516,2,Past President - 2015-16 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,389.95,1,0.2,Stone||.15 carat diamond||,1||389.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2015-2016",,Lapel Pins,Past President,With Years of Service,2015-2016,,,,,,,FALSE,,J102K1516.jpg,,,,,,
J506K,J506K1516,2,District Governor Pin - 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,389.95,1,0.2,Stone||.15 carat diamond||,1||389.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2015-2016",,Lapel Pins,District Governor,With Years of Service,2015-2016,,,,,,,FALSE,,J506131415.jpg,,,,,,
J506K,J506K1515,2,District Governor Pin - 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,389.95,1,0.2,Stone||.15 carat diamond||,1||389.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2014-2015",,Lapel Pins,District Governor,With Years of Service,2014-2015,,,,,,,FALSE,,J506K1515.jpg,,,,,,
J102K17,J102K1517,2,Past President - 2016-17 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,379.95,1,0.2,Stone||.15 carat diamond||,1||379.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2016-2017",,Lapel Pins,Past President,With Years of Service,2016-2017,,,,,,,FALSE,,J102K1517.jpg,,,,,,
1933RO,1933RO,2,Badge Case for Rectangular Badges - 240 Capacity,"Organize your club name badges.  Designed to hold 2"" x 3-1/2"" name badges.  10 alpabetical dividers provided for easy storage.  * Please allow 1 week for production *",Badges & Accessories,375,1,35,,1||375,N,,N,N,rotary_products,"Badges & Accessories,Badge Cases",,Badges & Accessories,Badge Cases,,,,,,,,,FALSE,,1933RO.JPG,,,,,,
K8F4X6PC,K8F4X6PC,2,Traditional Felt Club Banner,"Durable custom club banner. Gold lettering and Rotary emblem stand out against royal blue felt material. Complete with gold fringe that follows the pennant cut. 4' x 6'.  Instructions: Enter club information exactly as you want it to appear on the banner. * Please allow 5 weeks for production *   
Please provide the exact text you would like imprinted. ",Banners & Flags,375,1,10,,1||375,Y,3,N,N,rotary_products,"Banners & Flags,Club Banners",,Banners & Flags,Club Banners,,,,,,,,,TRUE,,k8l4x6pc.jpg,,KEB Banners & More,496 Welcome Drive,Camdenton,MO,65020
K8L4X6PC,K8L4X6PC,2,Traditional Style Printed Club Banner - 4' x 6',Durable custom club banner. Printed Gold lettering and logo stand out against royal blue material. Complete with gold fringe that follows the pennant cut. 4' x 6'.  Instructions: Enter club information exactly as you want it to appear on the banner. * Please allow 5 weeks for production *    ,Banners & Flags,365,1,10,,1||365,Y,3,N,N,rotary_products,"Banners & Flags,Club Banners",,Banners & Flags,Club Banners,,,,,,,,,TRUE,,k8l4x6pc.jpg,,Legacy Digital Graphics LLC,1120 Bay Blvd Suite E,Chula Vista,CA,91911
J124K,J124K15,2,Past President - 10K Gold,"Honor your past president with this beautiful pin.   5/8"" 10K",Lapel Pins,364.95,1,0.2,Stone||.15 carat diamond||,1||364.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,j124_15.jpg,,,,,,
J551K,J551K15,2,District Governor Pin - 10K Gold,"Honor your District Governor with this beautiful pin.   5/8"" 10K ",Lapel Pins,364.95,1,0.2,Stone||.15 carat diamond||,1||364.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,Without Years",,Lapel Pins,District Governor,Without Years,,,,,,,,FALSE,,j55115.jpg,,,,,,
J573K,J573K15,2,Past Governor Pin - Bar Style 10K Gold,"Honor your Past District Governor with this beautiful pin.   10K, 5/8""",Lapel Pins,364.95,1,0.5,Stone||.15 carat diamond||,1||364.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,j57315.jpg,,,,,,
J203K,J203K15,2,"1/2"" Member Pin w/ Stone - 10K Gold","1/2"" Rotary emblem lapel pin",Lapel Pins,335,1,0.2,Stone||.15 carat diamond||,1||335,N,,N,N,rotary_products,"Lapel Pins,Member Pins,Legacy Pins,Pin Back",10 K Gold,Lapel Pins,Member Pins,Legacy Pins,Pin Back,10 K Gold,,,,,,FALSE,,J203.JPG,,,,,,
J168K,J168K15,2,Past President Pin - 10K Gold,"Past president round pin   1/2"" 10K",Lapel Pins,331.95,1,0.2,Stone||.15 carat diamond||,1||331.95,N,,N,N,rotary_products,"Lapel Pins,Past President,Without Years",,Lapel Pins,Past President,Without Years,,,,,,,,FALSE,,J168K15.JPG,,,,,,
J542K,J542K15,2,Past Governor Pin -  Round 10K Gold,"Past Governor round pin   10K, 1/2"" Round",Lapel Pins,331.95,1,0.2,Stone||.15 carat diamond||,1||331.95,N,,N,N,rotary_products,"Lapel Pins,Past District Governor",,Lapel Pins,Past District Governor,,,,,,,,,FALSE,,J54215.jpg,,,,,,
J102K01,J102K1001,2,Past President - 2000-01 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2000-2001",,Lapel Pins,Past President,With Years of Service,2000-2001,,,,,,,FALSE,,j102020310.jpg,,,,,,
J102K05,J102K1005,2,Past President - 2004-05 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2004-2005",,Lapel Pins,Past President,With Years of Service,2004-2005,,,,,,,FALSE,,j102040510.jpg,,,,,,
J102K06,J102K1006,2,Past President - 2005-06 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2005-2006",,Lapel Pins,Past President,With Years of Service,2005-2006,,,,,,,FALSE,,j102050610.jpg,,,,,,
J102K07,J102K1007,2,Past President - 2006-07 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2006-2007",,Lapel Pins,Past President,With Years of Service,2006-2007,,,,,,,FALSE,,j102060710.jpg,,,,,,
J102K08,J102K1008,2,Past President - 2007-08 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2007-2008",,Lapel Pins,Past President,With Years of Service,2007-2008,,,,,,,FALSE,,j102070810.jpg,,,,,,
J102K09,J102K1009,2,Past President - 2008-09 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2008-2009",,Lapel Pins,Past President,With Years of Service,2008-2009,,,,,,,FALSE,,j102080910.jpg,,,,,,
J102K10,J102K1010,2,Past President - 2009-10 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2009-2010",,Lapel Pins,Past President,With Years of Service,2009-2010,,,,,,,FALSE,,j102091010.jpg,,,,,,
J102K11,J102K1011,2,Past President - 2010-11 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2010-2011",,Lapel Pins,Past President,With Years of Service,2010-2011,,,,,,,FALSE,,j102101110.jpg,,,,,,
J506K,J506K1011,2,District Governor Pin - 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2010-2011",,Lapel Pins,District Governor,With Years of Service,2010-2011,,,,,,,FALSE,,j506101110.jpg,,,,,,
J506K,J506K1018,2,District Governor Pin - 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2017-2018",,Lapel Pins,District Governor,With Years of Service,2017-2018,,,,,,,FALSE,,j506101110.jpg,,,,,,
J506K,J506K1013,2,District Governor Pin - 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2012-2013",,Lapel Pins,District Governor,With Years of Service,2012-2013,,,,,,,FALSE,,j506121310.jpg,,,,,,
J506K,J506K1016,2,District Governor Pin - 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2015-2016",,Lapel Pins,District Governor,With Years of Service,2015-2016,,,,,,,FALSE,,J506131410.jpg,,,,,,
J506K,J506K1015,2,District Governor Pin - 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the district governor's years in office.  10K  3/4"" ",Lapel Pins,319.95,1,0.2,Stone||.10 carat diamond||,1||319.95,N,,N,N,rotary_products,"Lapel Pins,District Governor,With Years of Service,2014-2015",,Lapel Pins,District Governor,With Years of Service,2014-2015,,,,,,,FALSE,,J506K1015.jpg,,,,,,
1920RO,1920RO,2,Badge Case for Rectangular Badges - 160 Capacity,"Organize your club name badges.  Designed to hold 2"" x 3-1/2"" name badges.  10 alpabetical dividers provided for easy storage. * Please allow 1 week for production *",Badges & Accessories,315,1,20,,1||315,N,,N,N,rotary_products,"Badges & Accessories,Badge Cases",,Badges & Accessories,Badge Cases,,,,,,,,,FALSE,,1920RO.JPG,,,,,,
J102K13,J102K1013,2,Past President - 2012-13 10K Gold,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" 10K gold",Lapel Pins,309.95,1,0.2,Stone||.10 carat diamond||,1||309.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2012-2013",,Lapel Pins,Past President,With Years of Service,2012-2013,,,,,,,FALSE,,j102121310.jpg,,,,,,
J102F08,J102F2008,2,Past President - 2007-08 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,299.95,1,0.2,Stone||.20 carat diamond||,1||299.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2007-2008",,Lapel Pins,Past President,With Years of Service,2007-2008,,,,,,,FALSE,,j102070820.jpg,,,,,,
J102F10,J102F2010,2,Past President - 2009-10 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,299.95,1,0.2,Stone||.20 carat diamond||,1||299.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2009-2010",,Lapel Pins,Past President,With Years of Service,2009-2010,,,,,,,FALSE,,j102091020.jpg,,,,,,
J102F14,J102F2014,2,Past President - 2013-14 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,299.95,1,0.2,Stone||.20 carat diamond||,1||299.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2013-2014",,Lapel Pins,Past President,With Years of Service,2013-2014,,,,,,,FALSE,,J102F2014.jpg,,,,,,
J102F18,J102F2018,2,Past President - 2017-18 Gold Filled,"This traditional style pin will serve as a treasured keepsake representing the club president's years in office.   3/4"" gold filled ",Lapel Pins,299.95,1,0.2,Stone||.20 carat diamond||,1||299.95,N,,N,N,rotary_products,"Lapel Pins,Past President,With Years of Service,2017-2018",,Lapel Pins,Past President,With Years of Service,2017-2018,,,,,,,FALSE,,J102F2018.jpg,,,,,,
